Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,(,"[0, 8, 27, 52, 60, 20]"
1,0,Martin,"[6, 8, 17, 30, 31, 33]"
1,0,ĠLuther,"[11, 17, 30, 31, 43, 46]"
1,0,Ġclears,"[5, 18, 37, 54, 58, 17]"
1,0,Ġhis,"[0, 8, 21, 55, 62, 12]"
1,0,Ġthroat,"[3, 8, 19, 47, 59, 17]"
1,0,",","[4, 8, 41, 43, 51, 59]"
1,0,Ġbefore,"[8, 9, 37, 42, 43, 52]"
1,0,Ġspeaking,"[18, 37, 42, 48, 54, 23]"
1,0,Ġup,"[9, 29, 38, 49, 53, 8]"
1,0,.),"[4, 8, 13, 25, 57, 60]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,(,"[13, 35, 37, 42, 60, 63]"
2,0,Martin,"[35, 37, 42, 60, 63, 57]"
2,0,ĠLuther,"[6, 13, 22, 36, 41, 37]"
2,0,Ġclears,"[5, 32, 37, 39, 47, 12]"
2,0,Ġhis,"[20, 33, 37, 52, 55, 22]"
2,0,Ġthroat,"[26, 33, 36, 43, 45, 31]"
2,0,",","[0, 8, 37, 46, 47, 15]"
2,0,Ġbefore,"[9, 37, 44, 59, 61, 34]"
2,0,Ġspeaking,"[32, 37, 39, 44, 53, 30]"
2,0,Ġup,"[9, 11, 24, 39, 53, 40]"
2,0,.),"[0, 8, 46, 47, 62, 19]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,(,"[0, 5, 7, 9, 18, 48]"
3,0,Martin,"[0, 14, 36, 38, 41, 3]"
3,0,ĠLuther,"[4, 17, 31, 38, 41, 28]"
3,0,Ġclears,"[4, 39, 50, 60, 61, 37]"
3,0,Ġhis,"[6, 12, 29, 33, 54, 37]"
3,0,Ġthroat,"[11, 21, 24, 35, 43, 37]"
3,0,",","[9, 16, 22, 55, 60, 1]"
3,0,Ġbefore,"[8, 16, 39, 44, 47, 58]"
3,0,Ġspeaking,"[28, 37, 39, 42, 61, 58]"
3,0,Ġup,"[25, 37, 39, 40, 61, 58]"
3,0,.),"[5, 22, 45, 55, 60, 48]"
4,0,<｜begin▁of▁sentence｜>,"[11, 21, 31, 33, 49, 14]"
4,0,(,"[18, 29, 34, 59, 60, 38]"
4,0,Martin,"[4, 29, 33, 37, 49, 48]"
4,0,ĠLuther,"[1, 4, 33, 37, 51, 49]"
4,0,Ġclears,"[6, 8, 31, 43, 50, 9]"
4,0,Ġhis,"[4, 27, 43, 47, 61, 6]"
