Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,What,"[8, 22, 43, 46, 63, 17]"
1,0,Ġare,"[0, 5, 8, 38, 53, 27]"
1,0,Ġsome,"[0, 8, 21, 26, 29, 56]"
1,0,Ġexamples,"[2, 8, 39, 48, 61, 32]"
1,0,Ġof,"[8, 11, 24, 52, 56, 49]"
1,0,Ġcooperative,"[10, 14, 17, 33, 54, 32]"
1,0,Ġboard,"[2, 17, 33, 49, 61, 8]"
1,0,Ġgames,"[2, 7, 33, 59, 61, 50]"
1,0,?,"[4, 8, 25, 43, 56, 57]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,What,"[14, 42, 60, 61, 63, 35]"
2,0,Ġare,"[7, 14, 24, 37, 49, 56]"
2,0,Ġsome,"[3, 17, 18, 24, 52, 58]"
2,0,Ġexamples,"[17, 30, 43, 45, 51, 18]"
2,0,Ġof,"[15, 22, 30, 48, 51, 52]"
2,0,Ġcooperative,"[27, 35, 42, 60, 63, 57]"
2,0,Ġboard,"[26, 31, 36, 43, 54, 6]"
2,0,Ġgames,"[2, 4, 6, 28, 54, 36]"
2,0,?,"[0, 8, 19, 46, 47, 15]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,What,"[0, 4, 14, 48, 58, 7]"
3,0,Ġare,"[2, 4, 6, 42, 58, 0]"
3,0,Ġsome,"[2, 4, 6, 33, 42, 0]"
3,0,Ġexamples,"[0, 33, 37, 42, 44, 20]"
3,0,Ġof,"[0, 4, 26, 37, 56, 19]"
3,0,Ġcooperative,"[21, 24, 32, 61, 63, 3]"
3,0,Ġboard,"[23, 24, 32, 43, 50, 20]"
3,0,Ġgames,"[20, 23, 28, 32, 36, 43]"
3,0,?,"[9, 22, 45, 55, 60, 5]"
4,0,<｜begin▁of▁sentence｜>,"[11, 21, 31, 33, 49, 14]"
4,0,What,"[9, 29, 34, 38, 60, 30]"
