Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,1,"[8, 9, 13, 29, 56, 14]"
1,0,.,"[4, 8, 51, 52, 56, 43]"
1,0,ĠComplete,"[8, 10, 14, 37, 54, 17]"
1,0,ĠCrem,"[17, 30, 31, 44, 46, 8]"
1,0,ation,"[11, 17, 19, 28, 29, 3]"
1,0,ĠCare,"[3, 10, 17, 19, 31, 46]"
1,0,Ċ,"[4, 8, 31, 43, 57, 54]"
1,0,2,"[0, 13, 37, 49, 52, 56]"
1,0,.,"[4, 20, 51, 52, 56, 43]"
1,0,ĠThey,"[5, 17, 43, 46, 62, 55]"
1,0,Ġprovide,"[10, 17, 37, 54, 63, 5]"
1,0,Ġrefract,"[18, 21, 30, 44, 54, 17]"
1,0,ory,"[14, 15, 28, 49, 50, 34]"
1,0,Ġrepair,"[10, 17, 41, 54, 59, 21]"
1,0,Ġservices,"[2, 10, 19, 49, 59, 61]"
1,0,Ġto,"[8, 24, 26, 35, 53, 12]"
1,0,Ġfuneral,"[7, 19, 30, 31, 43, 21]"
1,0,Ġhomes,"[3, 7, 49, 50, 61, 19]"
1,0,Ġand,"[8, 17, 24, 26, 51, 36]"
1,0,Ġcrem,"[16, 30, 31, 41, 44, 54]"
1,0,ator,"[1, 11, 28, 39, 61, 3]"
1,0,iums,"[1, 49, 50, 59, 61, 15]"
1,0,Ġas,"[0, 8, 20, 26, 42, 62]"
1,0,Ġwell,"[17, 22, 33, 42, 53, 16]"
1,0,Ġas,"[0, 20, 28, 29, 42, 26]"
1,0,Ġlease,"[14, 18, 23, 41, 54, 21]"
1,0,Ġ/,"[13, 25, 45, 55, 60, 44]"
1,0,Ġsale,"[8, 15, 19, 41, 54, 18]"
1,0,Ġof,"[8, 24, 36, 49, 52, 35]"
1,0,Ġnew,"[9, 16, 37, 41, 62, 28]"
1,0,Ġunits,"[2, 18, 39, 59, 61, 40]"
1,0,.,"[4, 26, 30, 51, 57, 43]"
1,0,ĠThey,"[5, 43, 46, 55, 62, 26]"
1,0,Ġare,"[0, 5, 11, 27, 38, 17]"
1,0,Ġmuch,"[0, 5, 17, 26, 42, 16]"
1,0,Ġfaster,"[9, 18, 34, 42, 63, 41]"
1,0,Ġin,"[8, 24, 26, 29, 53, 32]"
1,0,Ġtheir,"[0, 21, 26, 55, 62, 6]"
1,0,Ġresponse,"[2, 3, 10, 37, 54, 18]"
1,0,Ġto,"[15, 24, 35, 53, 56, 26]"
1,0,Ġcustomer,"[1, 2, 39, 59, 61, 17]"
1,0,Ġservice,"[2, 10, 14, 34, 59, 19]"
1,0,Ġinquiries,"[2, 18, 39, 54, 61, 10]"
1,0,Ġthan,"[9, 24, 25, 42, 45, 26]"
1,0,Ġmany,"[0, 9, 17, 20, 27, 30]"
1,0,Ġof,"[8, 15, 24, 35, 52, 26]"
1,0,Ġthe,"[6, 15, 21, 33, 35, 12]"
1,0,Ġbig,"[0, 3, 9, 16, 47, 17]"
1,0,Ġplayers,"[34, 36, 39, 59, 61, 2]"
1,0,Ġin,"[8, 24, 26, 35, 53, 56]"
1,0,Ġthe,"[6, 8, 21, 26, 33, 12]"
1,0,Ġspace,"[2, 3, 19, 47, 59, 18]"
1,0,.,"[4, 11, 26, 51, 57, 47]"
1,0,Ċ,"[4, 11, 31, 50, 57, 48]"
1,0,3,"[0, 13, 37, 52, 59, 40]"
1,0,.,"[4, 20, 26, 52, 56, 51]"
1,0,ĠTarget,"[2, 10, 18, 41, 54, 46]"
1,0,Ġaudience,"[2, 19, 39, 59, 61, 18]"
1,0,Ġis,"[5, 12, 20, 27, 38, 8]"
1,0,Ġbusinesses,"[2, 7, 17, 59, 61, 19]"
1,0,Ġthat,"[5, 8, 26, 43, 50, 12]"
1,0,Ġhave,"[5, 23, 38, 53, 63, 17]"
1,0,Ġa,"[6, 8, 21, 26, 38, 44]"
1,0,Ġcre,"[16, 18, 44, 45, 47, 0]"
1,0,matory,"[1, 28, 29, 34, 47, 14]"
1,0,Ġblast,"[2, 3, 18, 19, 54, 58]"
1,0,Ġfurnace,"[1, 2, 7, 31, 59, 40]"
1,0,:,"[13, 20, 25, 55, 57, 26]"
1,0,Ġcrem,"[20, 30, 31, 44, 54, 16]"
1,0,ator,"[11, 28, 29, 39, 61, 3]"
1,0,iums,"[1, 49, 50, 59, 61, 23]"
1,0,",","[4, 8, 26, 43, 51, 48]"
1,0,Ġfuneral,"[7, 19, 30, 31, 43, 59]"
1,0,Ġhomes,"[3, 7, 49, 50, 61, 19]"
1,0,",","[4, 26, 28, 44, 51, 36]"
1,0,Ġpet,"[7, 30, 31, 43, 61, 26]"
1,0,Ġcrem,"[16, 30, 31, 44, 49, 35]"
1,0,atories,"[11, 28, 29, 34, 61, 14]"
1,0,",","[4, 11, 26, 44, 51, 28]"
1,0,Ġetc,"[13, 25, 43, 44, 45, 48]"
1,0,.,"[4, 34, 36, 51, 57, 28]"
1,0,Ċ,"[4, 11, 31, 50, 57, 48]"
