Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,How,"[8, 22, 43, 46, 63, 7]"
1,0,Ġdoes,"[5, 8, 45, 61, 63, 27]"
1,0,Ġthe,"[6, 8, 21, 26, 35, 53]"
1,0,Ġmechanical,"[3, 8, 21, 47, 59, 10]"
1,0,Ġforce,"[2, 3, 19, 34, 58, 8]"
1,0,Ġgenerated,"[18, 23, 37, 41, 54, 17]"
1,0,Ġduring,"[37, 42, 43, 48, 56, 8]"
1,0,Ġcell,"[2, 16, 39, 40, 59, 1]"
1,0,Ġdivision,"[2, 18, 19, 32, 39, 3]"
1,0,Ġaffect,"[10, 17, 37, 54, 63, 14]"
1,0,Ġthe,"[6, 8, 21, 49, 50, 7]"
1,0,Ġformation,"[3, 18, 19, 37, 54, 47]"
1,0,Ġof,"[8, 24, 35, 49, 52, 47]"
1,0,Ġthe,"[6, 8, 21, 35, 48, 11]"
1,0,Ġspindle,"[18, 31, 33, 47, 59, 40]"
1,0,Ġapparatus,"[2, 34, 43, 59, 61, 3]"
1,0,Ġand,"[7, 8, 22, 43, 51, 48]"
1,0,Ġseparation,"[10, 18, 32, 37, 54, 19]"
1,0,Ġof,"[8, 24, 26, 35, 52, 43]"
1,0,Ġchrom,"[30, 31, 33, 44, 59, 1]"
1,0,osomes,"[3, 47, 50, 59, 61, 33]"
1,0,Ġduring,"[27, 37, 42, 43, 48, 9]"
1,0,Ġmit,"[15, 28, 30, 44, 45, 18]"
1,0,osis,"[1, 19, 28, 49, 59, 22]"
1,0,?,"[4, 25, 43, 57, 62, 56]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,How,"[35, 42, 60, 61, 63, 4]"
2,0,Ġdoes,"[7, 18, 24, 49, 56, 61]"
2,0,Ġthe,"[14, 22, 35, 52, 55, 3]"
2,0,Ġmechanical,"[27, 35, 45, 60, 63, 18]"
2,0,Ġforce,"[2, 26, 36, 40, 45, 12]"
2,0,Ġgenerated,"[5, 9, 15, 55, 56, 32]"
2,0,Ġduring,"[9, 15, 25, 34, 57, 55]"
2,0,Ġcell,"[13, 27, 37, 53, 63, 20]"
2,0,Ġdivision,"[2, 11, 32, 36, 40, 55]"
2,0,Ġaffect,"[5, 9, 32, 47, 56, 12]"
2,0,Ġthe,"[3, 13, 22, 52, 55, 40]"
2,0,Ġformation,"[26, 27, 32, 39, 45, 55]"
2,0,Ġof,"[2, 15, 22, 30, 48, 23]"
2,0,Ġthe,"[3, 22, 29, 31, 52, 28]"
2,0,Ġspindle,"[27, 37, 42, 45, 60, 63]"
2,0,Ġapparatus,"[2, 6, 11, 12, 36, 41]"
2,0,Ġand,"[0, 15, 46, 47, 48, 23]"
2,0,Ġseparation,"[1, 27, 39, 44, 59, 26]"
2,0,Ġof,"[15, 22, 30, 44, 48, 13]"
2,0,Ġchrom,"[1, 13, 27, 31, 60, 3]"
2,0,osomes,"[2, 20, 40, 41, 48, 31]"
2,0,Ġduring,"[9, 15, 23, 25, 47, 33]"
2,0,Ġmit,"[13, 27, 31, 37, 60, 53]"
2,0,osis,"[3, 23, 41, 50, 53, 49]"
2,0,?,"[0, 8, 19, 46, 47, 34]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,How,"[0, 4, 14, 48, 58, 7]"
3,0,Ġdoes,"[2, 4, 6, 58, 63, 30]"
3,0,Ġthe,"[2, 4, 33, 54, 56, 41]"
3,0,Ġmechanical,"[0, 21, 24, 28, 50, 14]"
3,0,Ġforce,"[20, 21, 35, 43, 59, 50]"
3,0,Ġgenerated,"[2, 39, 40, 59, 61, 63]"
3,0,Ġduring,"[8, 46, 47, 56, 59, 18]"
3,0,Ġcell,"[3, 21, 24, 32, 43, 14]"
