Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,Can,"[6, 8, 22, 46, 63, 5]"
1,0,Ġyou,"[8, 26, 29, 55, 62, 7]"
1,0,Ġshow,"[8, 37, 48, 54, 56, 58]"
1,0,Ġme,"[7, 8, 46, 49, 62, 36]"
1,0,Ġthe,"[6, 8, 11, 21, 26, 17]"
1,0,Ġexample,"[2, 3, 8, 47, 48, 39]"
1,0,Ġof,"[8, 24, 49, 52, 56, 35]"
1,0,Ġbefore,"[9, 17, 37, 42, 43, 20]"
1,0,Ġand,"[8, 24, 43, 51, 56, 26]"
1,0,Ġafter,"[9, 37, 42, 43, 52, 8]"
1,0,Ġbased,"[14, 28, 37, 41, 42, 32]"
1,0,Ġon,"[24, 29, 41, 49, 55, 8]"
1,0,Ġthe,"[6, 8, 21, 26, 41, 56]"
1,0,Ġnarrative,"[2, 3, 39, 47, 48, 18]"
1,0,-,"[49, 52, 55, 57, 60, 43]"
1,0,non,"[9, 16, 20, 44, 45, 30]"
1,0,fiction,"[7, 8, 19, 22, 39, 2]"
1,0,?,"[4, 8, 25, 43, 56, 57]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,Can,"[6, 35, 42, 60, 63, 13]"
2,0,Ġyou,"[3, 7, 14, 20, 61, 16]"
2,0,Ġshow,"[12, 32, 39, 51, 56, 9]"
2,0,Ġme,"[3, 12, 14, 20, 51, 60]"
2,0,Ġthe,"[12, 14, 22, 52, 55, 57]"
2,0,Ġexample,"[12, 17, 26, 30, 45, 37]"
2,0,Ġof,"[15, 22, 30, 40, 48, 55]"
2,0,Ġbefore,"[17, 18, 31, 53, 60, 1]"
2,0,Ġand,"[0, 25, 28, 46, 48, 47]"
2,0,Ġafter,"[1, 16, 18, 44, 53, 25]"
2,0,Ġbased,"[5, 9, 32, 39, 53, 43]"
2,0,Ġon,"[9, 16, 30, 53, 57, 34]"
2,0,Ġthe,"[3, 14, 22, 40, 52, 55]"
2,0,Ġnarrative,"[27, 30, 37, 45, 60, 26]"
2,0,-,"[0, 19, 22, 35, 46, 62]"
2,0,non,"[5, 6, 40, 55, 59, 43]"
2,0,fiction,"[1, 18, 30, 43, 49, 4]"
2,0,?,"[0, 8, 19, 46, 47, 15]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,Can,"[0, 4, 14, 48, 58, 6]"
3,0,Ġyou,"[2, 4, 29, 52, 58, 7]"
3,0,Ġshow,"[37, 39, 52, 58, 61, 0]"
3,0,Ġme,"[12, 29, 37, 53, 58, 39]"
3,0,Ġthe,"[4, 12, 33, 37, 54, 28]"
3,0,Ġexample,"[20, 33, 37, 42, 43, 0]"
3,0,Ġof,"[4, 19, 37, 42, 56, 54]"
3,0,Ġbefore,"[4, 8, 39, 47, 56, 16]"
3,0,Ġand,"[1, 8, 16, 51, 55, 46]"
3,0,Ġafter,"[8, 27, 39, 47, 51, 26]"
3,0,Ġbased,"[16, 40, 43, 47, 60, 39]"
3,0,Ġon,"[19, 37, 44, 47, 56, 39]"
3,0,Ġthe,"[12, 31, 41, 47, 54, 11]"
3,0,Ġnarrative,"[20, 28, 32, 37, 42, 43]"
3,0,-,"[5, 9, 18, 22, 60, 28]"
3,0,non,"[6, 33, 51, 53, 60, 39]"
3,0,fiction,"[0, 28, 32, 35, 37, 20]"
3,0,?,"[9, 22, 45, 55, 60, 1]"
4,0,<｜begin▁of▁sentence｜>,"[11, 21, 31, 33, 49, 14]"
4,0,Can,"[2, 9, 29, 34, 38, 44]"
4,0,Ġyou,"[9, 25, 29, 38, 44, 1]"
4,0,Ġshow,"[9, 25, 41, 44, 50, 29]"
4,0,Ġme,"[4, 9, 29, 44, 61, 41]"
4,0,Ġthe,"[9, 29, 41, 47, 61, 44]"
4,0,Ġexample,"[9, 19, 24, 41, 55, 62]"
4,0,Ġof,"[9, 17, 29, 41, 57, 23]"
4,0,Ġbefore,"[5, 9, 17, 19, 48, 58]"
4,0,Ġand,"[16, 29, 42, 52, 57, 22]"
4,0,Ġafter,"[1, 19, 48, 55, 58, 44]"
4,0,Ġbased,"[17, 29, 31, 48, 57, 7]"
4,0,Ġon,"[5, 9, 17, 41, 57, 20]"
4,0,Ġthe,"[5, 9, 27, 29, 41, 17]"
4,0,Ġnarrative,"[12, 24, 48, 55, 62, 7]"
4,0,-,"[26, 29, 42, 52, 59, 2]"
4,0,non,"[1, 2, 15, 48, 54, 24]"
4,0,fiction,"[1, 19, 25, 28, 62, 24]"
4,0,?,"[22, 29, 39, 52, 63, 34]"
5,0,<｜begin▁of▁sentence｜>,"[19, 20, 47, 49, 52, 54]"
5,0,Can,"[18, 35, 38, 41, 42, 15]"
5,0,Ġyou,"[16, 35, 38, 41, 51, 49]"
5,0,Ġshow,"[3, 22, 38, 49, 51, 57]"
5,0,Ġme,"[3, 16, 31, 49, 51, 22]"
5,0,Ġthe,"[3, 22, 48, 49, 51, 31]"
5,0,Ġexample,"[0, 3, 6, 30, 49, 57]"
5,0,Ġof,"[0, 3, 23, 57, 60, 58]"
5,0,Ġbefore,"[0, 29, 57, 58, 60, 44]"
5,0,Ġand,"[17, 19, 24, 56, 63, 10]"
5,0,Ġafter,"[4, 14, 19, 29, 58, 11]"
5,0,Ġbased,"[23, 27, 49, 56, 60, 0]"
5,0,Ġon,"[0, 14, 23, 58, 60, 24]"
5,0,Ġthe,"[0, 23, 36, 48, 60, 49]"
5,0,Ġnarrative,"[6, 7, 30, 34, 44, 36]"
5,0,-,"[7, 10, 27, 41, 63, 61]"
5,0,non,"[6, 11, 35, 44, 63, 2]"
5,0,fiction,"[2, 6, 7, 30, 46, 34]"
5,0,?,"[12, 27, 42, 43, 56, 26]"
6,0,<｜begin▁of▁sentence｜>,"[13, 21, 22, 42, 47, 32]"
6,0,Can,"[10, 37, 39, 46, 56, 41]"
6,0,Ġyou,"[19, 37, 46, 52, 56, 10]"
6,0,Ġshow,"[7, 14, 19, 44, 52, 24]"
6,0,Ġme,"[7, 14, 15, 44, 52, 56]"
6,0,Ġthe,"[7, 10, 36, 44, 52, 24]"
6,0,Ġexample,"[2, 4, 5, 14, 29, 53]"
6,0,Ġof,"[5, 7, 36, 49, 52, 24]"
6,0,Ġbefore,"[2, 5, 9, 25, 49, 57]"
6,0,Ġand,"[12, 18, 33, 34, 56, 54]"
6,0,Ġafter,"[2, 25, 49, 57, 59, 53]"
6,0,Ġbased,"[2, 33, 40, 49, 56, 18]"
6,0,Ġon,"[0, 5, 25, 43, 49, 10]"
6,0,Ġthe,"[5, 10, 27, 36, 49, 23]"
6,0,Ġnarrative,"[2, 14, 29, 53, 57, 38]"
6,0,-,"[33, 39, 55, 56, 57, 12]"
6,0,non,"[9, 42, 57, 59, 60, 48]"
6,0,fiction,"[3, 29, 53, 57, 59, 2]"
6,0,?,"[12, 16, 18, 33, 56, 37]"
7,0,<｜begin▁of▁sentence｜>,"[28, 43, 44, 58, 62, 18]"
7,0,Can,"[33, 38, 41, 46, 50, 16]"
7,0,Ġyou,"[20, 33, 38, 41, 50, 48]"
7,0,Ġshow,"[10, 20, 33, 37, 48, 4]"
7,0,Ġme,"[4, 10, 20, 33, 48, 37]"
7,0,Ġthe,"[4, 10, 20, 33, 54, 48]"
7,0,Ġexample,"[10, 20, 29, 47, 49, 44]"
7,0,Ġof,"[9, 10, 20, 33, 54, 4]"
7,0,Ġbefore,"[14, 36, 47, 60, 61, 20]"
7,0,Ġand,"[20, 32, 33, 55, 60, 40]"
7,0,Ġafter,"[29, 36, 47, 60, 61, 10]"
7,0,Ġbased,"[10, 36, 38, 52, 54, 20]"
7,0,Ġon,"[4, 10, 12, 36, 54, 52]"
7,0,Ġthe,"[12, 36, 52, 54, 58, 4]"
7,0,Ġnarrative,"[10, 37, 44, 47, 49, 11]"
7,0,-,"[8, 32, 38, 44, 47, 41]"
7,0,non,"[11, 29, 40, 44, 47, 32]"
7,0,fiction,"[10, 27, 29, 44, 47, 39]"
7,0,?,"[33, 38, 41, 42, 60, 26]"
8,0,<｜begin▁of▁sentence｜>,"[2, 11, 30, 39, 54, 47]"
8,0,Can,"[8, 13, 17, 33, 40, 63]"
8,0,Ġyou,"[17, 33, 40, 46, 62, 49]"
8,0,Ġshow,"[2, 17, 29, 33, 62, 40]"
8,0,Ġme,"[2, 17, 33, 46, 62, 40]"
8,0,Ġthe,"[2, 17, 31, 33, 40, 43]"
8,0,Ġexample,"[2, 9, 17, 31, 49, 11]"
8,0,Ġof,"[2, 17, 31, 33, 34, 40]"
8,0,Ġbefore,"[2, 11, 16, 17, 28, 59]"
8,0,Ġand,"[2, 12, 17, 22, 42, 16]"
8,0,Ġafter,"[2, 9, 17, 48, 53, 49]"
8,0,Ġbased,"[2, 17, 33, 34, 45, 51]"
8,0,Ġon,"[2, 17, 27, 34, 35, 41]"
8,0,Ġthe,"[2, 17, 31, 34, 35, 33]"
8,0,Ġnarrative,"[2, 9, 11, 38, 57, 17]"
8,0,-,"[2, 6, 11, 13, 40, 39]"
8,0,non,"[11, 40, 48, 53, 59, 1]"
8,0,fiction,"[11, 14, 15, 48, 53, 40]"
8,0,?,"[6, 10, 15, 17, 45, 46]"
9,0,<｜begin▁of▁sentence｜>,"[12, 13, 22, 27, 31, 44]"
9,0,Can,"[10, 42, 44, 45, 53, 41]"
9,0,Ġyou,"[0, 39, 42, 45, 46, 53]"
9,0,Ġshow,"[21, 23, 40, 42, 46, 25]"
9,0,Ġme,"[25, 31, 39, 40, 45, 46]"
9,0,Ġthe,"[25, 40, 42, 45, 47, 62]"
9,0,Ġexample,"[9, 23, 25, 26, 47, 0]"
9,0,Ġof,"[21, 40, 46, 47, 54, 23]"
9,0,Ġbefore,"[0, 2, 5, 26, 57, 25]"
9,0,Ġand,"[5, 8, 25, 33, 57, 45]"
9,0,Ġafter,"[5, 9, 11, 26, 57, 28]"
9,0,Ġbased,"[9, 23, 26, 40, 45, 49]"
9,0,Ġon,"[2, 21, 40, 54, 61, 47]"
9,0,Ġthe,"[2, 25, 47, 54, 61, 21]"
9,0,Ġnarrative,"[9, 14, 23, 51, 63, 60]"
9,0,-,"[0, 13, 23, 53, 63, 26]"
9,0,non,"[0, 26, 37, 49, 63, 16]"
9,0,fiction,"[7, 14, 23, 60, 63, 0]"
9,0,?,"[23, 41, 46, 48, 58, 15]"
10,0,<｜begin▁of▁sentence｜>,"[2, 9, 13, 42, 47, 31]"
10,0,Can,"[4, 25, 41, 59, 61, 44]"
10,0,Ġyou,"[4, 13, 33, 41, 59, 28]"
10,0,Ġshow,"[4, 33, 37, 40, 56, 27]"
10,0,Ġme,"[1, 4, 33, 40, 59, 2]"
10,0,Ġthe,"[4, 33, 37, 38, 61, 27]"
10,0,Ġexample,"[4, 10, 33, 34, 35, 27]"
10,0,Ġof,"[4, 26, 33, 36, 56, 1]"
10,0,Ġbefore,"[4, 10, 26, 33, 63, 39]"
10,0,Ġand,"[4, 12, 33, 39, 51, 63]"
10,0,Ġafter,"[4, 8, 10, 33, 63, 45]"
10,0,Ġbased,"[4, 26, 33, 34, 35, 10]"
10,0,Ġon,"[4, 26, 33, 52, 63, 6]"
10,0,Ġthe,"[4, 26, 33, 38, 61, 63]"
10,0,Ġnarrative,"[10, 33, 34, 35, 49, 19]"
10,0,-,"[10, 12, 33, 35, 49, 51]"
10,0,non,"[12, 23, 25, 33, 63, 27]"
10,0,fiction,"[16, 19, 20, 33, 49, 45]"
10,0,?,"[30, 33, 53, 55, 60, 29]"
11,0,<｜begin▁of▁sentence｜>,"[10, 11, 17, 18, 27, 54]"
11,0,Can,"[10, 34, 43, 49, 59, 61]"
11,0,Ġyou,"[6, 16, 43, 54, 57, 55]"
11,0,Ġshow,"[16, 21, 26, 54, 62, 39]"
11,0,Ġme,"[16, 26, 43, 54, 62, 6]"
11,0,Ġthe,"[16, 26, 43, 51, 54, 62]"
11,0,Ġexample,"[13, 16, 33, 54, 62, 56]"
11,0,Ġof,"[16, 39, 50, 54, 62, 30]"
11,0,Ġbefore,"[26, 30, 42, 46, 54, 59]"
11,0,Ġand,"[0, 4, 5, 7, 26, 59]"
11,0,Ġafter,"[16, 30, 42, 54, 62, 41]"
11,0,Ġbased,"[16, 22, 54, 57, 62, 30]"
11,0,Ġon,"[30, 39, 45, 50, 54, 19]"
11,0,Ġthe,"[30, 50, 51, 54, 62, 20]"
11,0,Ġnarrative,"[16, 38, 42, 55, 59, 54]"
11,0,-,"[4, 34, 42, 58, 59, 30]"
11,0,non,"[30, 42, 49, 58, 59, 62]"
11,0,fiction,"[16, 38, 42, 52, 59, 15]"
11,0,?,"[8, 16, 35, 54, 57, 4]"
12,0,<｜begin▁of▁sentence｜>,"[4, 30, 37, 50, 59, 3]"
12,0,Can,"[12, 17, 29, 41, 59, 56]"
12,0,Ġyou,"[12, 17, 29, 41, 59, 3]"
12,0,Ġshow,"[0, 17, 30, 34, 44, 47]"
12,0,Ġme,"[0, 30, 34, 44, 57, 41]"
12,0,Ġthe,"[0, 30, 34, 44, 47, 53]"
12,0,Ġexample,"[4, 18, 30, 32, 44, 28]"
12,0,Ġof,"[30, 41, 44, 50, 57, 13]"
12,0,Ġbefore,"[20, 30, 50, 58, 61, 55]"
12,0,Ġand,"[3, 28, 54, 57, 58, 61]"
12,0,Ġafter,"[3, 20, 30, 44, 50, 1]"
12,0,Ġbased,"[1, 20, 30, 44, 50, 59]"
12,0,Ġon,"[10, 15, 20, 30, 50, 44]"
12,0,Ġthe,"[11, 15, 20, 30, 44, 50]"
12,0,Ġnarrative,"[11, 18, 33, 44, 52, 61]"
12,0,-,"[15, 16, 33, 61, 63, 53]"
12,0,non,"[12, 16, 33, 51, 61, 37]"
12,0,fiction,"[16, 18, 22, 44, 52, 33]"
12,0,?,"[7, 16, 42, 44, 57, 30]"
13,0,<｜begin▁of▁sentence｜>,"[11, 24, 34, 36, 47, 58]"
13,0,Can,"[6, 10, 17, 34, 48, 58]"
13,0,Ġyou,"[6, 27, 34, 41, 42, 17]"
13,0,Ġshow,"[6, 10, 41, 49, 57, 19]"
13,0,Ġme,"[6, 41, 42, 57, 63, 49]"
13,0,Ġthe,"[6, 23, 32, 42, 57, 27]"
13,0,Ġexample,"[11, 41, 55, 57, 63, 19]"
13,0,Ġof,"[19, 23, 41, 49, 57, 58]"
13,0,Ġbefore,"[19, 37, 57, 61, 63, 6]"
13,0,Ġand,"[9, 14, 17, 25, 34, 52]"
13,0,Ġafter,"[19, 22, 49, 57, 63, 26]"
13,0,Ġbased,"[11, 19, 38, 57, 63, 53]"
13,0,Ġon,"[4, 12, 19, 49, 57, 41]"
13,0,Ġthe,"[12, 19, 23, 32, 57, 49]"
13,0,Ġnarrative,"[11, 16, 26, 57, 63, 55]"
13,0,-,"[11, 26, 37, 55, 63, 19]"
13,0,non,"[26, 34, 45, 48, 63, 19]"
13,0,fiction,"[11, 16, 22, 61, 63, 57]"
13,0,?,"[11, 21, 33, 41, 57, 4]"
14,0,<｜begin▁of▁sentence｜>,"[5, 7, 23, 27, 51, 24]"
14,0,Can,"[3, 12, 19, 27, 47, 60]"
14,0,Ġyou,"[5, 12, 39, 51, 59, 7]"
14,0,Ġshow,"[3, 12, 24, 54, 59, 50]"
14,0,Ġme,"[5, 12, 24, 42, 59, 54]"
14,0,Ġthe,"[3, 24, 36, 54, 59, 17]"
14,0,Ġexample,"[8, 37, 38, 42, 59, 5]"
14,0,Ġof,"[7, 27, 29, 59, 60, 6]"
14,0,Ġbefore,"[5, 12, 40, 41, 59, 22]"
14,0,Ġand,"[7, 36, 41, 51, 61, 45]"
14,0,Ġafter,"[22, 40, 41, 43, 59, 37]"
14,0,Ġbased,"[14, 18, 20, 31, 61, 59]"
14,0,Ġon,"[3, 22, 29, 43, 60, 18]"
14,0,Ġthe,"[3, 14, 29, 40, 43, 22]"
14,0,Ġnarrative,"[22, 37, 38, 48, 59, 55]"
14,0,-,"[22, 37, 38, 48, 55, 14]"
14,0,non,"[0, 5, 19, 22, 27, 62]"
14,0,fiction,"[5, 38, 48, 55, 59, 46]"
14,0,?,"[4, 25, 30, 50, 59, 0]"
15,0,<｜begin▁of▁sentence｜>,"[5, 14, 48, 52, 55, 36]"
15,0,Can,"[11, 30, 47, 52, 63, 5]"
15,0,Ġyou,"[8, 12, 14, 45, 62, 5]"
15,0,Ġshow,"[8, 21, 29, 53, 59, 18]"
15,0,Ġme,"[8, 12, 14, 29, 53, 28]"
15,0,Ġthe,"[8, 29, 35, 38, 46, 15]"
15,0,Ġexample,"[4, 8, 12, 37, 42, 31]"
15,0,Ġof,"[18, 21, 29, 52, 56, 3]"
15,0,Ġbefore,"[14, 18, 32, 35, 53, 52]"
15,0,Ġand,"[14, 17, 31, 37, 53, 44]"
15,0,Ġafter,"[18, 29, 35, 37, 59, 21]"
15,0,Ġbased,"[1, 14, 24, 28, 41, 39]"
15,0,Ġon,"[2, 15, 21, 29, 59, 4]"
15,0,Ġthe,"[2, 4, 18, 29, 46, 35]"
15,0,Ġnarrative,"[14, 25, 36, 42, 49, 4]"
15,0,-,"[9, 14, 25, 36, 49, 61]"
