Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,you,"[8, 22, 26, 55, 56, 62]"
1,0,Ġneed,"[8, 10, 23, 56, 63, 17]"
1,0,Ġto,"[8, 24, 26, 35, 53, 38]"
1,0,Ġcreate,"[8, 10, 37, 38, 41, 32]"
1,0,Ġa,"[6, 8, 21, 26, 49, 59]"
1,0,Ġweb,"[7, 8, 36, 44, 47, 16]"
1,0,Ġpage,"[2, 7, 8, 34, 39, 56]"
1,0,Ġwith,"[8, 24, 42, 52, 56, 49]"
1,0,Ġa,"[6, 8, 20, 21, 26, 15]"
1,0,Ġheader,"[2, 8, 32, 36, 39, 7]"
1,0,",","[4, 8, 43, 51, 56, 36]"
1,0,Ġfooter,"[7, 8, 15, 32, 39, 6]"
1,0,",","[4, 8, 34, 43, 51, 38]"
1,0,Ġcontent,"[2, 6, 7, 39, 59, 58]"
1,0,Ġarea,"[6, 32, 39, 50, 59, 19]"
1,0,Ġand,"[8, 12, 24, 48, 51, 22]"
1,0,Ġsidebar,"[6, 7, 31, 32, 39, 2]"
1,0,",","[4, 8, 43, 51, 56, 30]"
1,0,Ġwhich,"[5, 8, 24, 25, 43, 26]"
1,0,Ġdisplay,"[32, 41, 54, 58, 59, 39]"
1,0,/,"[13, 44, 52, 55, 60, 45]"
1,0,layout,"[2, 18, 32, 39, 59, 48]"
1,0,Ġapproach,"[2, 10, 32, 39, 48, 58]"
1,0,Ġwould,"[5, 8, 9, 25, 63, 26]"
1,0,Ġbe,"[0, 5, 8, 29, 38, 20]"
1,0,Ġappropriate,"[10, 14, 32, 54, 63, 21]"
1,0,Ġto,"[8, 24, 29, 35, 53, 34]"
1,0,Ġuse,"[10, 28, 32, 41, 63, 48]"
1,0,?,"[4, 25, 56, 57, 62, 43]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,you,"[20, 21, 35, 42, 57, 60]"
2,0,Ġneed,"[5, 7, 12, 14, 51, 32]"
2,0,Ġto,"[3, 34, 51, 53, 57, 49]"
2,0,Ġcreate,"[24, 32, 39, 51, 53, 9]"
2,0,Ġa,"[4, 17, 35, 55, 62, 14]"
2,0,Ġweb,"[18, 26, 27, 43, 60, 17]"
2,0,Ġpage,"[4, 30, 36, 43, 45, 54]"
2,0,Ġwith,"[9, 15, 22, 34, 47, 48]"
2,0,Ġa,"[0, 3, 17, 35, 62, 31]"
2,0,Ġheader,"[18, 26, 27, 43, 45, 36]"
2,0,",","[0, 8, 15, 46, 47, 6]"
2,0,Ġfooter,"[1, 35, 39, 44, 59, 57]"
2,0,",","[0, 8, 15, 46, 50, 47]"
2,0,Ġcontent,"[1, 33, 39, 44, 59, 37]"
2,0,Ġarea,"[2, 28, 39, 40, 54, 12]"
2,0,Ġand,"[4, 15, 23, 46, 48, 50]"
2,0,Ġsidebar,"[27, 33, 39, 44, 57, 59]"
2,0,",","[0, 8, 15, 46, 47, 11]"
2,0,Ġwhich,"[16, 34, 44, 59, 61, 28]"
2,0,Ġdisplay,"[5, 9, 16, 32, 39, 7]"
2,0,/,"[0, 3, 19, 46, 50, 1]"
2,0,layout,"[1, 33, 39, 44, 59, 12]"
2,0,Ġapproach,"[5, 32, 45, 54, 55, 36]"
2,0,Ġwould,"[5, 15, 47, 49, 56, 48]"
2,0,Ġbe,"[16, 19, 24, 49, 56, 28]"
2,0,Ġappropriate,"[5, 18, 24, 52, 56, 32]"
2,0,Ġto,"[9, 13, 24, 34, 57, 4]"
2,0,Ġuse,"[9, 32, 39, 49, 53, 37]"
2,0,?,"[0, 8, 19, 46, 47, 34]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,you,"[0, 2, 4, 29, 58, 14]"
3,0,Ġneed,"[30, 42, 52, 58, 59, 2]"
3,0,Ġto,"[2, 30, 52, 56, 58, 46]"
3,0,Ġcreate,"[37, 52, 58, 61, 63, 59]"
3,0,Ġa,"[6, 12, 28, 37, 49, 35]"
3,0,Ġweb,"[0, 3, 17, 24, 29, 32]"
3,0,Ġpage,"[0, 20, 29, 32, 37, 43]"
3,0,Ġwith,"[6, 16, 19, 47, 59, 37]"
3,0,Ġa,"[6, 12, 46, 47, 56, 10]"
3,0,Ġheader,"[0, 20, 29, 42, 43, 3]"
3,0,",","[5, 16, 22, 51, 55, 9]"
