Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,so,"[8, 11, 22, 29, 42, 0]"
1,0,Ġit,"[8, 11, 29, 55, 62, 26]"
1,0,Ġwasn,"[5, 8, 23, 56, 63, 27]"
1,0,',"[8, 25, 43, 60, 62, 4]"
1,0,t,"[5, 8, 16, 26, 38, 53]"
1,0,ĠWinston,"[6, 16, 30, 31, 40, 8]"
1,0,ĠChurchill,"[7, 30, 31, 43, 61, 40]"
1,0,?,"[4, 8, 25, 43, 57, 51]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,so,"[18, 35, 42, 57, 61, 3]"
2,0,Ġit,"[7, 12, 18, 20, 57, 35]"
2,0,Ġwasn,"[5, 7, 37, 51, 56, 14]"
2,0,',"[0, 8, 19, 35, 62, 14]"
2,0,t,"[5, 7, 18, 21, 56, 16]"
2,0,ĠWinston,"[24, 27, 35, 60, 63, 57]"
2,0,ĠChurchill,"[6, 13, 20, 22, 41, 36]"
2,0,?,"[0, 8, 19, 46, 47, 15]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,so,"[14, 16, 44, 54, 58, 53]"
3,0,Ġit,"[2, 4, 16, 44, 58, 6]"
3,0,Ġwasn,"[2, 15, 19, 30, 46, 11]"
3,0,',"[5, 15, 45, 48, 55, 46]"
3,0,t,"[2, 19, 30, 53, 58, 44]"
3,0,ĠWinston,"[2, 3, 14, 38, 50, 10]"
3,0,ĠChurchill,"[17, 21, 23, 38, 41, 3]"
3,0,?,"[1, 9, 22, 45, 55, 60]"
4,0,<｜begin▁of▁sentence｜>,"[11, 21, 31, 33, 49, 14]"
4,0,so,"[2, 14, 21, 33, 49, 46]"
4,0,Ġit,"[4, 5, 29, 30, 38, 9]"
4,0,Ġwasn,"[8, 11, 21, 25, 29, 38]"
4,0,',"[3, 18, 29, 34, 60, 22]"
