Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,Problem,"[2, 6, 8, 17, 33, 59]"
1,0,Ċ,"[8, 31, 43, 51, 57, 54]"
1,0,Ċ,"[8, 31, 43, 56, 57, 54]"
1,0,You,"[5, 8, 46, 55, 62, 12]"
1,0,Ġare,"[0, 5, 8, 38, 56, 27]"
1,0,Ġpart,"[2, 14, 17, 32, 56, 29]"
1,0,Ġof,"[8, 24, 29, 49, 52, 36]"
1,0,Ġa,"[8, 15, 20, 21, 26, 6]"
1,0,Ġscientific,"[6, 10, 21, 30, 39, 14]"
1,0,Ġteam,"[2, 34, 39, 59, 61, 3]"
1,0,Ġdeveloping,"[10, 32, 37, 41, 54, 17]"
1,0,Ġa,"[6, 8, 21, 26, 49, 50]"
1,0,Ġnew,"[9, 16, 36, 37, 41, 47]"
1,0,Ġtechnique,"[2, 10, 39, 40, 59, 32]"
1,0,Ġto,"[8, 24, 35, 49, 53, 26]"
1,0,Ġimage,"[2, 19, 39, 58, 59, 1]"
1,0,Ġcrystal,"[2, 16, 31, 33, 56, 59]"
1,0,Ġstructures,"[2, 3, 11, 59, 61, 10]"
1,0,Ġat,"[8, 41, 45, 53, 56, 48]"
1,0,Ġthe,"[6, 8, 12, 21, 56, 22]"
1,0,Ġmolecular,"[1, 21, 40, 47, 59, 3]"
1,0,Ġlevel,"[2, 3, 18, 39, 50, 19]"
1,0,.,"[4, 11, 43, 51, 57, 48]"
1,0,ĠThe,"[0, 11, 43, 46, 48, 62]"
1,0,Ġtechnique,"[2, 3, 10, 39, 47, 33]"
1,0,Ġinvolves,"[5, 10, 37, 42, 63, 55]"
1,0,Ġblowing,"[17, 18, 21, 33, 58, 54]"
1,0,Ġa,"[6, 15, 21, 26, 34, 50]"
1,0,Ġvery,"[0, 22, 36, 47, 63, 6]"
1,0,Ġfine,"[16, 17, 29, 33, 63, 18]"
1,0,Ġwind,"[17, 19, 31, 33, 34, 30]"
1,0,Ġover,"[17, 37, 41, 45, 48, 32]"
1,0,Ġthe,"[6, 8, 12, 21, 28, 15]"
1,0,Ġsurface,"[3, 19, 33, 47, 59, 18]"
1,0,Ġof,"[3, 24, 35, 52, 53, 49]"
1,0,Ġthe,"[6, 12, 21, 35, 53, 8]"
1,0,Ġcrystal,"[2, 16, 31, 33, 47, 17]"
1,0,Ġat,"[41, 45, 48, 53, 56, 11]"
1,0,Ġvarious,"[0, 9, 22, 27, 56, 17]"
1,0,Ġangles,"[2, 18, 19, 39, 61, 3]"
1,0,Ġto,"[8, 24, 26, 35, 53, 22]"
1,0,Ġdetect,"[10, 17, 37, 41, 54, 23]"
1,0,Ġboundaries,"[2, 17, 18, 19, 33, 32]"
1,0,Ġ(,"[0, 13, 27, 57, 60, 44]"
1,0,indicated,"[14, 17, 37, 48, 54, 32]"
1,0,Ġby,"[24, 29, 49, 52, 55, 56]"
1,0,Ġmolecules,"[2, 31, 33, 59, 61, 40]"
1,0,Ġthat,"[5, 22, 43, 50, 53, 11]"
1,0,Ġare,"[0, 5, 20, 38, 53, 36]"
1,0,Ġexposed,"[17, 18, 37, 41, 54, 23]"
1,0,Ġto,"[24, 29, 49, 53, 56, 35]"
1,0,Ġthe,"[6, 12, 21, 53, 56, 8]"
1,0,Ġwind,"[3, 19, 31, 33, 47, 17]"
1,0,).,"[4, 11, 25, 51, 57, 62]"
1,0,ĠThis,"[0, 5, 46, 48, 62, 41]"
1,0,Ġis,"[0, 5, 36, 38, 47, 53]"
1,0,Ġrepeated,"[14, 17, 18, 37, 54, 32]"
1,0,Ġwith,"[24, 29, 42, 52, 56, 49]"
1,0,Ġdifferent,"[0, 9, 14, 22, 53, 17]"
1,0,Ġwind,"[17, 19, 30, 31, 33, 18]"
1,0,Ġdirections,"[2, 18, 33, 39, 61, 17]"
1,0,Ġand,"[7, 22, 43, 51, 56, 11]"
1,0,Ġthe,"[6, 11, 21, 38, 52, 26]"
1,0,Ġboundaries,"[2, 3, 18, 19, 33, 47]"
1,0,Ġobserved,"[17, 23, 33, 48, 54, 37]"
1,0,Ġfor,"[10, 24, 29, 41, 52, 56]"
1,0,Ġeach,"[9, 20, 25, 27, 62, 43]"
1,0,Ġdirection,"[2, 17, 18, 19, 39, 36]"
1,0,Ġare,"[5, 20, 22, 29, 38, 27]"
1,0,Ġrecorded,"[17, 23, 32, 41, 54, 18]"
1,0,.,"[4, 11, 43, 51, 57, 34]"
1,0,ĠYour,"[0, 21, 46, 55, 62, 11]"
1,0,Ġteam,"[33, 39, 47, 59, 61, 2]"
1,0,Ġhas,"[5, 23, 27, 56, 63, 53]"
1,0,Ġalready,"[5, 23, 38, 42, 63, 37]"
1,0,Ġcollected,"[10, 23, 32, 37, 54, 18]"
1,0,Ġthe,"[6, 12, 21, 22, 50, 56]"
1,0,Ġdata,"[1, 2, 3, 47, 59, 40]"
1,0,",","[4, 11, 34, 47, 51, 28]"
1,0,Ġbut,"[5, 22, 25, 42, 43, 7]"
1,0,Ġ,"[0, 13, 27, 34, 57, 43]"
1,0,âĢĵ,"[13, 25, 52, 55, 60, 38]"
1,0,Ġas,"[0, 20, 26, 42, 52, 43]"
1,0,Ġis,"[5, 20, 28, 36, 38, 0]"
1,0,Ġoften,"[5, 17, 38, 42, 63, 22]"
1,0,Ġthe,"[6, 12, 21, 29, 38, 1]"
1,0,Ġcase,"[2, 3, 42, 47, 63, 48]"
1,0,Ġwith,"[24, 29, 42, 49, 52, 12]"
1,0,Ġapplied,"[10, 23, 32, 41, 54, 18]"
1,0,Ġscience,"[19, 30, 31, 33, 39, 49]"
1,0,Ġ,"[0, 13, 27, 34, 57, 59]"
1,0,âĢĵ,"[13, 25, 55, 60, 62, 46]"
1,0,Ġnow,"[5, 7, 9, 20, 42, 15]"
1,0,Ġthe,"[6, 21, 29, 52, 56, 12]"
1,0,Ġreal,"[3, 9, 16, 21, 47, 22]"
1,0,Ġwork,"[2, 3, 10, 29, 39, 33]"
1,0,",","[4, 7, 28, 43, 51, 44]"
1,0,Ġanalysis,"[2, 10, 39, 48, 54, 17]"
1,0,",","[4, 11, 12, 44, 51, 7]"
1,0,Ġmust,"[5, 24, 25, 43, 63, 30]"
1,0,Ġbegin,"[5, 23, 32, 37, 63, 48]"
1,0,.,"[4, 11, 28, 51, 57, 38]"
1,0,Ċ,"[4, 11, 31, 50, 57, 56]"
1,0,Ċ,"[4, 11, 31, 50, 57, 35]"
1,0,For,"[0, 5, 10, 42, 46, 41]"
1,0,Ġa,"[6, 8, 21, 26, 56, 28]"
1,0,Ġgiven,"[17, 36, 42, 47, 63, 32]"
1,0,Ġcrystal,"[2, 16, 17, 31, 33, 59]"
1,0,",","[4, 11, 34, 51, 56, 44]"
1,0,Ġyou,"[5, 7, 20, 55, 62, 48]"
1,0,Ġwill,"[5, 9, 25, 56, 63, 38]"
1,0,Ġreceive,"[17, 23, 32, 37, 41, 54]"
1,0,Ġthe,"[6, 8, 12, 21, 48, 26]"
1,0,Ġdirections,"[2, 3, 18, 39, 61, 33]"
1,0,Ġin,"[24, 35, 38, 53, 56, 49]"
1,0,Ġwhich,"[5, 20, 25, 28, 43, 22]"
1,0,Ġwind,"[17, 19, 30, 31, 33, 58]"
1,0,Ġblew,"[18, 23, 33, 54, 58, 21]"
1,0,Ġover,"[28, 34, 37, 41, 45, 48]"
1,0,Ġthe,"[6, 8, 12, 15, 21, 26]"
1,0,Ġsurface,"[3, 19, 40, 47, 59, 33]"
1,0,",","[4, 11, 28, 47, 51, 44]"
1,0,Ġand,"[7, 11, 43, 51, 52, 26]"
1,0,Ġthe,"[6, 21, 26, 38, 52, 12]"
1,0,Ġlocations,"[2, 3, 39, 59, 61, 17]"
1,0,Ġof,"[24, 26, 35, 52, 53, 11]"
1,0,Ġall,"[9, 20, 21, 22, 27, 53]"
1,0,Ġboundaries,"[2, 18, 19, 33, 39, 17]"
1,0,Ġencountered,"[5, 23, 33, 37, 54, 17]"
1,0,Ġby,"[1, 24, 29, 52, 55, 35]"
1,0,Ġeach,"[9, 20, 27, 56, 62, 25]"
1,0,Ġof,"[24, 34, 35, 36, 52, 47]"
1,0,Ġthese,"[20, 22, 38, 48, 62, 30]"
1,0,Ġwinds,"[17, 19, 31, 33, 61, 58]"
1,0,.,"[4, 11, 44, 51, 57, 36]"
1,0,ĠFor,"[0, 10, 41, 42, 46, 5]"
1,0,Ġa,"[6, 20, 21, 26, 56, 15]"
1,0,Ġwind,"[19, 30, 31, 33, 47, 36]"
1,0,Ġblowing,"[18, 21, 33, 54, 58, 37]"
1,0,Ġin,"[8, 24, 28, 35, 53, 48]"
1,0,Ġdirection,"[2, 18, 19, 28, 39, 17]"
1,0,Ġ(,"[0, 13, 27, 57, 60, 62]"
1,0,wx,"[15, 33, 41, 44, 45, 1]"
1,0,",","[4, 7, 35, 51, 59, 43]"
1,0,Ġwy,"[15, 26, 44, 45, 46, 30]"
1,0,"),","[4, 9, 25, 43, 51, 48]"
1,0,Ġa,"[6, 15, 21, 26, 52, 7]"
1,0,Ġboundary,"[2, 18, 19, 39, 40, 32]"
1,0,Ġis,"[5, 20, 28, 29, 38, 48]"
1,0,Ġdefined,"[17, 32, 41, 48, 54, 18]"
1,0,Ġas,"[0, 20, 29, 42, 49, 56]"
