Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 11]"
1,0,Take,"[18, 22, 46, 58, 63, 8]"
1,0,Ġon,"[1, 8, 28, 29, 41, 49]"
1,0,Ġthe,"[6, 8, 21, 26, 56, 35]"
1,0,Ġrole,"[2, 3, 8, 39, 47, 14]"
1,0,Ġas,"[0, 8, 20, 29, 42, 49]"
1,0,Ġa,"[8, 20, 21, 26, 52, 6]"
1,0,Ġpersonal,"[14, 16, 21, 36, 47, 8]"
1,0,Ġcoach,"[7, 8, 10, 39, 61, 40]"
1,0,",","[4, 8, 41, 43, 51, 56]"
1,0,Ġwith,"[5, 8, 11, 42, 52, 15]"
1,0,Ġa,"[6, 8, 20, 21, 26, 15]"
1,0,Ġfocus,"[10, 18, 36, 47, 54, 39]"
1,0,Ġon,"[8, 24, 29, 41, 55, 48]"
1,0,Ġhelping,"[8, 10, 26, 37, 63, 5]"
1,0,Ġentrepreneurs,"[7, 10, 30, 39, 61, 19]"
1,0,Ġbecome,"[5, 23, 37, 38, 42, 8]"
1,0,Ġsuccessful,"[10, 14, 22, 23, 63, 41]"
1,0,Ġusing,"[8, 23, 41, 42, 59, 37]"
1,0,Ġpsychology,"[7, 21, 30, 31, 59, 8]"
1,0,Ġand,"[8, 11, 24, 36, 51, 43]"
1,0,Ġstart,"[8, 18, 23, 37, 41, 58]"
1,0,-,"[1, 29, 52, 57, 60, 35]"
1,0,up,"[1, 9, 23, 28, 29, 38]"
1,0,Ġknowledge,"[2, 8, 10, 19, 39, 14]"
1,0,.,"[4, 8, 43, 51, 57, 11]"
1,0,Ċ,"[4, 8, 11, 31, 57, 50]"
1,0,I,"[5, 22, 26, 46, 62, 8]"
1,0,',"[25, 55, 56, 60, 62, 26]"
1,0,m,"[8, 11, 26, 38, 56, 45]"
1,0,Ġyour,"[11, 21, 55, 56, 62, 8]"
1,0,Ġclient,"[2, 39, 47, 59, 61, 1]"
1,0,.,"[4, 26, 43, 51, 57, 48]"
1,0,Ċ,"[11, 31, 41, 50, 57, 30]"
1,0,My,"[0, 21, 22, 46, 62, 5]"
1,0,Ġproblem,"[2, 8, 10, 47, 59, 48]"
1,0,Ġis,"[5, 8, 20, 38, 49, 27]"
1,0,Ġthat,"[5, 8, 12, 29, 43, 26]"
1,0,ĠI,"[20, 26, 46, 53, 62, 8]"
1,0,',"[13, 25, 55, 60, 62, 56]"
1,0,m,"[11, 16, 26, 38, 56, 41]"
1,0,Ġa,"[8, 11, 21, 26, 56, 6]"
1,0,Ġperfection,"[10, 14, 19, 36, 54, 12]"
1,0,ist,"[14, 15, 49, 50, 61, 36]"
1,0,.,"[4, 30, 44, 51, 57, 11]"
1,0,ĠModern,"[9, 14, 16, 30, 32, 21]"
1,0,Ġstart,"[3, 18, 37, 41, 50, 54]"
1,0,-,"[29, 35, 52, 57, 60, 1]"
1,0,up,"[1, 9, 23, 28, 29, 35]"
