Layer ID,Batch Number,Token,Activated Expert IDs
1,0,<｜begin▁of▁sentence｜>,"[8, 26, 56, 57, 60, 43]"
1,0,under,"[8, 22, 23, 42, 56, 14]"
1,0,Ġthe,"[8, 12, 21, 26, 41, 6]"
1,0,Ġbridge,"[3, 18, 19, 40, 47, 8]"
1,0,Ġbut,"[5, 8, 25, 42, 43, 26]"
1,0,Ġi,"[7, 8, 13, 26, 45, 51]"
1,0,Ġlike,"[8, 11, 23, 42, 48, 56]"
1,0,Ġthe,"[8, 12, 21, 35, 49, 6]"
1,0,Ġpak,"[1, 8, 30, 33, 47, 6]"
1,0,istani,"[7, 23, 30, 49, 61, 35]"
1,0,Ġshops,"[3, 7, 40, 59, 61, 1]"
1,0,Ġand,"[8, 24, 43, 51, 58, 56]"
1,0,Ġfood,"[1, 7, 8, 19, 59, 40]"
1,0,Ġyou,"[8, 26, 50, 55, 62, 30]"
1,0,Ġtried,"[8, 10, 23, 56, 63, 54]"
1,0,Ġit,"[8, 20, 49, 55, 62, 26]"
2,0,<｜begin▁of▁sentence｜>,"[3, 35, 38, 62, 63, 60]"
2,0,under,"[35, 39, 42, 53, 63, 3]"
2,0,Ġthe,"[3, 22, 50, 52, 55, 31]"
2,0,Ġbridge,"[26, 31, 37, 45, 60, 30]"
2,0,Ġbut,"[0, 15, 25, 46, 47, 16]"
2,0,Ġi,"[7, 20, 35, 44, 61, 60]"
2,0,Ġlike,"[7, 12, 32, 38, 51, 21]"
2,0,Ġthe,"[22, 28, 35, 52, 55, 40]"
2,0,Ġpak,"[27, 33, 45, 60, 63, 35]"
2,0,istani,"[10, 20, 27, 33, 48, 37]"
2,0,Ġshops,"[10, 36, 43, 45, 54, 33]"
2,0,Ġand,"[0, 15, 46, 47, 48, 23]"
2,0,Ġfood,"[1, 12, 27, 44, 59, 36]"
2,0,Ġyou,"[2, 7, 15, 20, 22, 47]"
2,0,Ġtried,"[5, 12, 32, 51, 56, 7]"
2,0,Ġit,"[3, 12, 20, 36, 52, 55]"
3,0,<｜begin▁of▁sentence｜>,"[4, 9, 11, 25, 54, 12]"
3,0,under,"[14, 26, 40, 47, 58, 0]"
3,0,Ġthe,"[12, 26, 47, 54, 58, 4]"
3,0,Ġbridge,"[11, 14, 24, 32, 43, 25]"
3,0,Ġbut,"[1, 16, 44, 55, 60, 58]"
3,0,Ġi,"[16, 29, 44, 58, 60, 7]"
3,0,Ġlike,"[4, 50, 58, 60, 63, 61]"
3,0,Ġthe,"[4, 28, 33, 46, 54, 63]"
3,0,Ġpak,"[3, 6, 14, 38, 60, 10]"
3,0,istani,"[24, 28, 31, 38, 50, 3]"
3,0,Ġshops,"[20, 23, 24, 32, 43, 60]"
3,0,Ġand,"[1, 16, 51, 55, 60, 5]"
3,0,Ġfood,"[0, 20, 21, 24, 43, 46]"
